S5INFT Index,,,,,,,,,,,,,,,,,,,,,,,S5FINL Index,,,,,,,,,,,,,,,,,,,,,,,S5ENRS Index,,,,,,,,,,,,,,,,,,,,,,,S5HLTH Index,,,,,,,,,,,,,,,,,,,,,,,S5CONS Index,,,,,,,,,,,,,,,,,,,,,,,S5COND Index,,,,,,,,,,,,,,,,,,,,,,,S5INDU Index,,,,,,,,,,,,,,,,,,,,,,,S5UTIL Index,,,,,,,,,,,,,,,,,,,,,,,S5TELS Index,,,,,,,,,,,,,,,,,,,,,,,S5MATR Index,,,,,,,,,,,,,,,,,,,,,,,GDP CURY Index,,,,,CPI XYOY Index,,,,,,,DXY Curncy,,,USGG5YR Index,,,BCOM Index,,,VIX Index,
Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,PX_LAST_ACTUAL,PX_LAST_ALL_SESSIONS,,Date,PX_LAST,PX_LAST_ACTUAL,PX_LAST_ALL_SESSIONS,,,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
3/15/2002,332.33,43.63,37.5,42.5,10,6.25,47.92,38.37,3980295296,73.5761,4.5585,3.0572,0.21,20.0766,28.6854,0.5,-19.49,34.14,1.93,16.55,30.13,,3/15/2002,371.59,49.96,97.33,88,0,22.67,24.35,24.28,733430096,20.7837,2.7198,2.844,1.76,20.4772,#N/A N/A,16.3,10.1,#N/A N/A,#N/A N/A,18.15,534.38,,3/15/2002,229.09,48.31,100,91.67,0,8.33,24.06,17.63,263491600,16.6041,3.0238,1.2426,2.09,7.7669,6.7392,11.6,6.46,23.93,1.08,29.5,45.4,,3/15/2002,394.86,50.33,82.22,75,8.89,4.44,18.59,15.49,596558312,29.7212,7.7643,3.058,1.11,24.6566,17.446,14.76,9.6,41.74,1.13,16.01,43.66,,3/15/2002,232.76,58.96,88.24,82.35,2.94,44.12,13.8,12.76,262997100,23.1361,7.1697,1.5428,1.91,15.1901,10.4789,11.31,6.19,36.79,0.98,15.32,123.49,,3/15/2002,253.93,49.1,87.36,88.51,3.45,28.74,27.42,19.12,837545488,34.8737,2.8319,0.9951,0.72,9.8736,9.9821,4.49,1.39,24.87,1.38,25.72,120.42,,3/15/2002,269.61,47.09,89.71,82.09,0,39.71,27.47,23.85,526339408,27.0207,4.0105,1.6494,1.32,12.2874,10.5586,10.32,4.59,32.64,0.85,21.94,162.13,,3/15/2002,143.8,36.05,81.08,48.65,2.7,13.51,24.43,18.85,249527100,11.5075,1.6433,0.7243,3.62,4.9218,3.5521,13.85,4.97,43.45,0.81,29.22,157.53,,3/15/2002,146.65,36.24,38.46,7.69,7.69,0,25.88,30.47,740384312,31.5915,1.8508,1.7901,2.1,6.5043,5.2734,13.66,3.38,55.74,0.74,22.55,85.45,,3/15/2002,147.08,52.58,91.67,86.11,0,43.24,25.82,21.35,172429300,39.445,2.5236,1.1471,1.94,11.91,7.9837,6.95,2.26,18.76,1.22,12.35,84.03,,,,,,,,,,,,,,3/15/2002,117.18,,3/15/2002,4.708,,3/15/2002,97.946,,3/15/2002,18.42
3/22/2002,326.5,43.11,40,40,2.5,18.75,47.53,38.68,3635917952,72.3384,4.4754,3.0039,0.21,19.739,28.2018,0.48,-19.7,34.13,1.93,16.54,30.09,,3/22/2002,365.66,48.83,80,80,0,40,24.32,20.79,626822296,20.4481,2.6763,2.7986,1.79,20.1032,#N/A N/A,16.3,10.1,#N/A N/A,#N/A N/A,18.19,535.47,,3/22/2002,226.45,47.59,95.83,87.5,0,45.83,23.94,16.08,211277400,16.415,2.9892,1.229,2.11,7.6784,6.6624,11.61,6.46,23.95,1.08,29.49,45.4,,3/22/2002,385.86,48.08,71.11,70.45,4.44,6.67,18.51,14.84,618902600,29.0472,7.5819,2.9848,1.14,24.094,17.0476,14.74,9.59,41.71,1.13,16.01,43.64,,3/22/2002,236.74,60.72,88.24,88.24,5.88,11.76,13.78,12.78,236645700,23.5307,7.2954,1.5702,1.88,15.4513,10.6588,11.31,6.2,36.82,0.98,15.32,123.52,,3/22/2002,249.23,47.83,80.46,87.36,2.3,39.08,27.31,17.77,753790400,34.1973,2.7718,0.9743,0.74,9.6633,9.7765,4.49,1.4,24.87,1.38,25.79,120.14,,3/22/2002,261.85,45.31,86.76,82.09,0,60.29,27.49,21.45,534151104,26.2199,3.8906,1.6002,1.36,11.9201,10.2458,10.31,4.59,32.64,0.85,21.97,162.12,,3/22/2002,149.41,38.94,91.89,56.76,0,13.51,24.56,17.31,257748100,11.9701,1.7092,0.7529,3.48,5.12,3.6949,13.84,4.97,43.43,0.81,29.18,157.51,,3/22/2002,141.92,34.89,23.08,7.69,0,23.08,25.56,21.97,508605200,30.5929,1.7907,1.7319,2.17,6.2939,5.1027,13.65,3.38,55.75,0.74,22.55,85.47,,3/22/2002,144.65,51.36,94.44,88.89,2.7,56.76,25.62,21.34,173801500,38.7891,2.4813,1.1279,1.97,11.7132,7.8514,6.95,2.26,18.75,1.22,12.35,84.04,,,,,,,,,,,,,,3/22/2002,118.05,,3/22/2002,4.823,,3/22/2002,98.4757,,3/22/2002,17.77
3/29/2002,326.35,43.09,43.75,40,6.25,21.25,46.16,38.06,2564919232,72.074,4.4712,2.9973,0.21,19.6842,28.0815,0.5,-19.65,34.17,1.93,16.58,30.04,,3/29/2002,365.79,48.85,82.67,81.33,0,44,23.64,21.27,483831696,20.5009,2.6751,2.8056,1.79,20.3753,#N/A N/A,16.34,10.13,#N/A N/A,#N/A N/A,17.95,535.65,,3/29/2002,229.74,48.58,100,91.67,0,79.17,23.84,16.67,156299800,16.6534,3.0327,1.2469,2.08,7.7899,6.7592,11.61,6.46,23.95,1.08,29.49,45.4,,3/29/2002,383.14,47.42,64.44,61.36,2.22,24.44,18.21,14.63,451558104,28.8327,7.5314,2.9637,1.15,23.9411,16.9238,14.75,9.59,41.71,1.13,16,43.75,,3/29/2002,236.99,60.83,85.29,85.29,2.94,17.65,13.47,13.2,186443400,23.3656,7.3016,1.5706,1.88,15.2648,10.6436,11.35,6.12,36.85,0.99,15.53,123.68,,3/29/2002,246.95,47.22,79.31,87.36,3.45,42.53,26.83,17.36,566823000,33.8887,2.7516,0.9671,0.75,9.5957,9.7036,4.5,1.39,24.87,1.38,25.74,120.09,,3/29/2002,261.35,45.2,83.82,82.09,0,39.71,26.73,21.84,371494496,26.1499,3.8809,1.5977,1.36,11.8697,10.2288,10.32,4.56,32.64,0.85,22.02,161.97,,3/29/2002,149.43,38.95,91.89,59.46,0,24.32,24.36,17.86,180619100,11.9712,1.7094,0.753,3.48,5.1205,3.6952,13.84,4.97,43.43,0.81,29.18,157.51,,3/29/2002,141.35,34.73,23.08,7.69,15.38,15.38,25.36,22.12,552230704,30.47,1.7835,1.725,2.17,6.2686,5.0822,13.65,3.38,55.75,0.74,22.55,85.47,,3/29/2002,146.84,52.39,100,94.44,2.7,37.84,25.44,20.83,149744700,39.3764,2.5188,1.145,2.05,11.8905,7.9703,6.95,2.26,18.75,1.22,12.35,84.04,,,,,,,,,,,,,,3/29/2002,118.62,,3/29/2002,4.805,,3/29/2002,99.5878,,3/29/2002,17.4
4/5/2002,309.15,41.53,27.5,30,10,17.5,45.74,35.4,3444152000,77.037,4.2882,2.9468,0.22,18.0969,27.5514,1.23,-12.76,34.16,1.99,17.08,29.29,,4/5/2002,365.64,48.82,88,82.67,2.67,24,22.82,17.68,609657408,19.8092,2.6036,2.7791,1.79,12.6136,#N/A N/A,16.93,10.38,#N/A N/A,#N/A N/A,28.99,544.9,,4/5/2002,222.25,46.51,75,66.67,0,58.33,23.91,16.89,223014200,21.1425,2.9353,1.2777,2.15,8.9278,7.7032,9.17,4.62,22.12,1.06,24.89,46.61,,4/5/2002,368.39,44.01,46.67,50,2.22,28.89,17.84,14.45,698576888,26.9314,7.0739,2.7847,1.19,22.3881,15.8725,14.71,8.78,41.26,1.17,16.45,46.36,,4/5/2002,236.73,60.65,88.24,85.29,2.94,32.35,13.34,11.22,226745400,22.824,7.2565,1.5664,1.88,14.9117,10.4849,11.6,6.12,36.57,1.06,15.88,124.67,,4/5/2002,243.24,46.23,70.11,86.21,2.3,25.29,26.67,16.42,771911376,32.4998,3.1863,0.9494,0.76,8.7571,9.6099,4.54,-4.06,24.75,1.49,27.78,137.99,,4/5/2002,258.29,44.49,66.18,79.1,0,17.65,26.38,21.17,472207800,26.4305,3.8439,1.5905,1.38,12.4963,10.4143,10.15,2.66,31.93,0.95,20.67,167.05,,4/5/2002,148.57,38.66,91.89,59.46,0,45.95,24.17,16.71,197538200,12.4451,1.7785,0.9028,3.5,5.405,3.6537,17.05,5.9,49.07,0.82,27.49,176.9,,4/5/2002,138.62,33.95,23.08,7.69,23.08,7.69,24.32,17.39,539160704,28.781,1.7735,1.7103,2.22,6.2857,5.0387,13.92,-6.99,55.37,0.81,22.05,89.04,,4/5/2002,143.7,50.79,83.33,91.67,0,21.62,25.19,20.72,180318700,39.9648,2.4144,1.1505,2.09,11.1301,7.9904,6.95,1.67,18.96,1.4,12.91,94.07,,,,,,,,,,,,,,4/5/2002,117.69,,4/5/2002,4.593,,4/5/2002,98.1368,,4/5/2002,19.13
4/12/2002,297.26,40.49,18.75,23.75,5,5,45.39,31.96,3981420864,74.0741,4.1233,2.8335,0.23,17.4009,26.4917,1.23,-12.76,34.16,1.99,17.08,29.29,,4/12/2002,364.88,48.67,88,78.67,2.67,9.33,22.1,18.47,708807192,19.7678,2.5981,2.7733,1.8,12.5872,#N/A N/A,16.93,10.38,#N/A N/A,#N/A N/A,28.99,544.9,,4/12/2002,215.17,44.65,45.83,54.17,0,29.17,23.93,19.87,226272200,20.469,2.8418,1.237,2.22,8.6434,7.4578,9.17,4.62,22.12,1.06,24.89,46.61,,4/12/2002,370.69,44.65,53.33,59.09,11.11,17.78,17.28,14.94,659931008,27.0976,7.1176,2.8019,1.19,22.5263,15.9704,14.71,8.78,41.26,1.17,16.46,46.36,,4/12/2002,241.79,62.87,97.06,88.24,0,8.82,13.13,11.63,245296400,23.3118,7.4116,1.5999,1.84,15.2305,10.709,11.6,6.12,36.57,1.06,15.88,124.67,,4/12/2002,246.62,47.27,82.76,85.06,5.75,10.34,26.34,16.7,907387680,33.0052,3.2354,0.9642,0.75,8.8837,9.7607,4.54,-4.06,24.76,1.49,27.76,137.94,,4/12/2002,252.23,43.11,67.65,80.6,4.41,13.24,26.31,23.36,555913496,25.8156,3.755,1.5537,1.41,12.2068,10.1727,10.15,2.66,31.93,0.95,20.66,167.01,,4/12/2002,147.38,38.26,94.59,59.46,0,51.35,23.42,17.54,156650000,12.3396,1.7634,0.8952,3.53,5.3592,3.6227,17.05,5.9,49.07,0.82,27.5,176.9,,4/12/2002,126.93,30.9,15.38,7.69,0,7.69,24.56,24.31,906583072,26.3538,1.6239,1.5661,2.43,5.7556,4.6138,13.92,-6.99,55.37,0.81,22.05,89.04,,4/12/2002,145.21,51.53,78.38,94.44,2.7,10.81,24.84,21.74,165709300,40.3848,2.4398,1.1626,2.06,11.2471,8.0743,6.95,1.67,18.96,1.4,12.91,94.07,,,,,,,,,,,,,,4/12/2002,117.74,,4/12/2002,4.496,,4/12/2002,94.1077,,4/12/2002,19.42
4/19/2002,309.01,41.98,37.5,31.25,32.5,3.75,44.19,31.32,3715080448,77.0021,4.2863,2.9455,0.22,18.0887,27.5389,1.23,-12.76,34.16,1.99,17.08,29.29,,4/19/2002,367.91,49.34,85.33,80,4,14.67,21.88,16.81,765237584,19.9321,2.6197,2.7963,1.78,12.6918,#N/A N/A,16.93,10.38,#N/A N/A,#N/A N/A,28.99,544.9,,4/19/2002,225.75,47.87,87.5,91.67,0,0,23.59,19.99,222639300,21.4754,2.9816,1.2978,2.12,9.0684,7.8245,9.17,4.62,22.12,1.06,24.89,46.61,,4/19/2002,375.47,45.98,55.56,59.09,20,11.11,17.07,15.3,625274600,27.4407,7.2077,2.8374,1.17,22.8115,16.1727,14.71,8.78,41.26,1.17,16.46,46.36,,4/19/2002,241.44,62.61,91.18,85.29,0,35.29,13.05,12.14,236925500,23.2781,7.4009,1.5975,1.85,15.2084,10.6935,11.6,6.12,36.57,1.06,15.88,124.67,,4/19/2002,247.29,47.48,80.46,87.36,5.75,16.09,26,14.94,777015104,33.0254,3.2373,0.9648,0.75,8.8891,9.7667,4.54,-4.06,24.76,1.49,27.82,137.94,,4/19/2002,248.08,42.18,52.94,79.1,8.82,23.53,26.2,21.72,595133504,25.3649,3.6896,1.5267,1.44,11.9943,9.9951,10.15,2.66,31.93,0.95,20.68,167.01,,4/19/2002,150.95,40.19,91.89,62.16,2.7,27.03,23.42,16,174192300,12.6326,1.8053,0.9164,3.44,5.4864,3.7088,17.05,5.9,49.07,0.82,27.51,176.9,,4/19/2002,128.75,31.89,23.08,7.69,46.15,0,25.17,33.89,889967696,26.7317,1.6472,1.5885,2.4,5.8382,4.6799,13.92,-6.99,55.37,0.81,22.05,89.04,,4/19/2002,145.98,51.91,70.27,97.22,8.11,24.32,24.84,18.23,164465200,40.5989,2.4527,1.1687,2.05,11.3067,8.1171,6.95,1.67,18.96,1.4,12.91,94.07,,,,,,,,,,,,,,4/19/2002,116.29,,4/19/2002,4.5136,,4/19/2002,98.5504,,4/19/2002,18.3
4/26/2002,281.59,39.58,7.5,16.25,15,3.75,42.31,32.85,3642552896,70.1693,3.9059,2.6841,0.24,16.4836,25.0952,1.23,-12.76,34.16,1.99,17.08,29.29,,4/26/2002,353.97,46.45,60,70.67,0,44,21.17,16.26,734921912,19.1769,2.5205,2.6904,1.86,12.2109,#N/A N/A,16.93,10.38,#N/A N/A,#N/A N/A,28.99,544.9,,4/26/2002,217.27,45.67,58.33,70.83,4.17,4.17,23.39,20.37,218382000,20.6688,2.8696,1.2491,2.2,8.7278,7.5306,9.17,4.62,22.12,1.06,24.89,46.61,,4/26/2002,363.52,43.29,40,52.27,15.56,13.33,16.89,15.33,689917400,26.4319,6.9691,2.7456,1.21,22.1316,15.5715,14.8,8.81,41.27,1.17,16.43,46.37,,4/26/2002,240.14,61.66,79.41,76.47,0,38.24,12.98,11.4,274890400,23.1528,7.361,1.5889,1.86,15.1265,10.6359,11.6,6.12,36.57,1.06,15.88,124.67,,4/26/2002,239.13,45.22,65.52,85.06,3.45,24.14,25.7,15.12,805606112,31.9592,3.1328,0.9336,0.77,8.6022,9.4514,4.54,-4.06,24.76,1.49,27.8,137.94,,4/26/2002,236.06,39.63,35.29,74.63,4.41,25,25.57,21.57,708971192,24.12,3.5087,1.4519,1.51,11.4064,9.5046,10.15,2.66,31.93,0.95,20.7,167.01,,4/26/2002,144.65,38.02,75.68,64.86,2.7,43.24,22.96,18.56,304388896,12.0941,1.729,0.8772,3.58,5.2531,3.5526,17.04,5.9,48.94,0.82,27.54,177.43,,4/26/2002,122.05,30.24,23.08,0,7.69,0,25.11,37.53,1399622000,25.3406,1.5615,1.5059,2.53,5.5344,4.4364,13.92,-6.99,55.37,0.81,22.05,89.04,,4/26/2002,139.4,48.53,24.32,72.22,0,21.62,24.19,19.02,219438500,38.769,2.3421,1.1161,2.15,10.7971,7.7513,6.95,1.67,18.96,1.4,12.91,94.07,,,,,,,,,,,,,,4/26/2002,115.04,,4/26/2002,4.3687,,4/26/2002,98.0401,,4/26/2002,22.14
5/3/2002,267.01,38.37,6.25,6.25,11.25,1.25,40.93,32.55,4519310656,65.6847,3.7058,2.5566,0.25,15.6118,22.6216,1.76,-12.2,34.63,1.99,17.1,29.25,,5/3/2002,359.27,47.66,63.51,72.97,2.67,18.67,20.78,16.67,743959392,19.4641,2.5582,2.7307,1.84,12.3938,#N/A N/A,16.93,10.38,#N/A N/A,#N/A N/A,28.99,544.9,,5/3/2002,223.19,47.41,75,79.17,8.33,12.5,23.19,20.45,217483200,21.2319,2.9478,1.2831,2.14,8.9656,7.7357,9.17,4.62,22.12,1.06,24.89,46.61,,5/3/2002,359.06,42.34,41.3,44.44,6.52,15.22,16.54,15.54,681739600,26.0944,6.9081,2.717,1.23,21.8493,15.3682,14.84,8.82,41.33,1.17,16.43,46.52,,5/3/2002,245.14,63.85,73.53,82.35,0,14.71,12.94,11.98,286101500,23.7841,7.5046,1.6227,1.82,15.383,10.8247,11.69,6.14,36.63,1.07,15.94,123.71,,5/3/2002,237.3,44.73,54.02,82.76,1.15,19.54,24.81,16.39,856644800,31.3924,3.1005,0.9228,0.75,8.3743,9.3084,4.6,-4.01,24.83,1.49,28.34,137.46,,5/3/2002,238.87,40.5,29.85,72.73,14.93,4.48,25.15,22.91,746815200,24.376,3.526,1.4633,1.5,11.4434,9.6051,10.12,2.65,31.87,0.95,20.87,166.5,,5/3/2002,145.04,38.23,78.38,62.16,2.7,21.62,22.82,16.81,253763100,12.1255,1.7335,0.8795,3.58,5.2667,3.5618,17.04,5.9,48.94,0.82,27.54,177.43,,5/3/2002,119.01,29.53,23.08,0,30.77,15.38,25.85,42.2,1548026304,24.7094,1.5226,1.4684,2.59,5.3965,4.3259,13.92,-6.99,55.37,0.81,22.05,89.04,,5/3/2002,143.48,50.59,51.35,80.56,10.81,13.51,24.1,20.69,199360200,39.8866,2.4096,1.1481,2.11,11.1155,7.9756,6.95,1.67,18.95,1.39,12.91,94.79,,,,,,,,,,,,,,5/3/2002,113.59,,5/3/2002,4.3526,,5/3/2002,98.0585,,5/3/2002,20.19
5/10/2002,270.51,38.84,8.86,11.39,29.11,2.53,41.7,49.08,4614894400,64.5648,3.7836,2.6312,0.26,15.483,22.8929,1.9,-12.19,35.1,2.02,17.47,29.75,,5/10/2002,350.83,45.95,38.67,64,6.58,18.42,21.02,19.47,694204704,18.9933,2.4994,2.6661,1.89,12.1141,#N/A N/A,16.94,10.4,#N/A N/A,#N/A N/A,28.96,544.16,,5/10/2002,216.99,45.82,45.83,75,8.33,37.5,23.28,22.96,195997000,20.6421,2.8659,1.2475,2.22,8.7165,7.5208,9.17,4.62,22.12,1.06,24.89,46.61,,5/10/2002,349.22,40.31,30.43,40,10.87,17.39,16.72,18.93,608293904,25.3778,6.7184,2.6424,1.26,21.2493,14.9462,14.84,8.82,41.33,1.17,16.43,46.52,,5/10/2002,243.94,62.96,73.53,79.41,8.82,29.41,12.71,11.54,248025400,23.6677,7.4679,1.6147,1.83,15.3077,10.7717,11.69,6.14,36.63,1.07,15.94,123.71,,5/10/2002,232.41,43.41,41.38,78.16,10.34,21.84,24.9,18.98,810430096,30.4044,3.0197,0.9009,0.76,8.0971,9.057,4.63,-4.02,24.85,1.49,28.7,137.37,,5/10/2002,233.36,39.35,29.85,68.18,19.4,10.45,25.57,27.38,550261096,23.8158,3.4449,1.4297,1.53,11.1804,9.3843,10.12,2.65,31.87,0.95,20.87,166.5,,5/10/2002,138.76,36.16,37.84,54.05,0,13.51,22.78,18.02,315594804,11.6008,1.6585,0.8414,3.74,5.0388,3.4077,17.04,5.9,48.94,0.82,27.54,177.43,,5/10/2002,114.34,28.46,0,0,30.77,0,26.35,45.82,1095730512,23.7398,1.4629,1.4108,2.7,5.1847,4.1561,13.92,-6.99,55.37,0.81,22.05,89.04,,5/10/2002,144.92,51.3,51.35,91.67,21.62,2.7,24.11,19.58,170360100,40.2869,2.4337,1.1596,2.08,11.2271,8.0557,6.95,1.67,18.95,1.39,12.91,94.79,,,,,,,,,,,,,,5/10/2002,113.92,,5/10/2002,4.4489,,5/10/2002,99.6589,,5/10/2002,22.41
5/17/2002,303.02,42.96,43.59,28.21,55.13,1.28,41.95,52.58,4006196992,72.1483,4.2414,2.9485,0.23,17.3314,25.614,1.92,-12.16,35.1,2.02,17.48,29.77,,5/17/2002,366.62,49.45,65.33,74.67,22.37,7.89,20.99,20.65,654118000,19.8482,2.6119,2.7861,1.81,12.6594,#N/A N/A,16.94,10.4,#N/A N/A,#N/A N/A,28.96,544.16,,5/17/2002,221.21,47.07,48,80,20,16,23.18,23.4,211424000,21.0395,2.9299,1.2778,2.19,8.9034,7.6857,9.22,4.66,22.15,1.06,24.85,46.39,,5/17/2002,356.81,42.51,36.96,40,34.78,15.22,16.97,21.2,730930512,25.9353,6.866,2.7005,1.25,21.7161,15.2745,14.84,8.82,41.33,1.17,16.43,46.52,,5/17/2002,244.95,63.4,67.65,82.35,11.76,20.59,12.46,11.47,239684800,23.7657,7.4988,1.6214,1.83,15.3711,10.8163,11.69,6.14,36.63,1.07,15.94,123.71,,5/17/2002,247.4,48.23,72.41,89.66,16.09,12.64,25.03,21.28,841128176,32.3573,3.2146,0.9588,0.71,8.6251,9.6416,4.63,-4.02,24.84,1.5,28.68,137.37,,5/17/2002,246.91,43.44,54.41,80.6,33.82,4.41,25.63,29.02,562380704,24.4076,3.646,1.5293,1.43,11.8136,9.8695,10.4,3.02,31.81,0.96,20.9,164.22,,5/17/2002,131.84,34.05,29.73,51.35,0,16.22,22.81,19.24,354040300,11.0217,1.5757,0.7994,3.94,4.7873,3.2376,17.04,5.9,48.94,0.82,27.54,177.43,,5/17/2002,124.24,33.72,8.33,0,50,0,26.71,49.31,1209344984,28.464,1.987,1.6439,2.51,6.1122,4.8029,13.94,-8.03,54.67,0.77,20.33,99.84,,5/17/2002,148.35,52.97,75.68,91.67,16.22,2.7,23.99,18.77,165558100,41.4238,2.4876,1.1848,2.03,11.4788,8.2524,6.91,1.65,18.9,1.39,12.92,94.72,,,,,,,,,,,,,,5/17/2002,113,,5/17/2002,4.5944,,5/17/2002,99.5452,,5/17/2002,17.7
